"pset";"nrep";"Choice_type";"cond";"experiment";"performance"
10;100;7;"BVP2";2;0.855555555555556
11;1;7;"C";2;0.922222222222222
11;2;7;"C";2;0.922222222222222
11;3;7;"C";2;0.944444444444444
11;4;7;"C";2;0.877777777777778
11;5;7;"C";2;0.888888888888889
11;6;7;"C";2;0.888888888888889
11;7;7;"C";2;0.9
11;8;7;"C";2;0.944444444444444
11;9;7;"C";2;0.9
11;10;7;"C";2;0.9
11;11;7;"C";2;0.866666666666667
11;12;7;"C";2;0.944444444444444
11;13;7;"C";2;0.966666666666667
11;14;7;"C";2;0.911111111111111
11;15;7;"C";2;0.855555555555556
11;16;7;"C";2;0.855555555555556
11;17;7;"C";2;0.977777777777778
11;18;7;"C";2;0.933333333333333
11;19;7;"C";2;0.922222222222222
11;20;7;"C";2;0.9
11;21;7;"C";2;0.844444444444444
11;22;7;"C";2;0.911111111111111
11;23;7;"C";2;0.922222222222222
11;24;7;"C";2;0.955555555555556
11;25;7;"C";2;0.911111111111111
11;26;7;"C";2;0.9
11;27;7;"C";2;0.888888888888889
11;28;7;"C";2;0.933333333333333
11;29;7;"C";2;0.922222222222222
11;30;7;"C";2;0.933333333333333
11;31;7;"C";2;0.933333333333333
11;32;7;"C";2;0.955555555555556
11;33;7;"C";2;0.877777777777778
11;34;7;"C";2;0.944444444444444
11;35;7;"C";2;0.877777777777778
11;36;7;"C";2;0.955555555555556
11;37;7;"C";2;0.977777777777778
11;38;7;"C";2;0.933333333333333
11;39;7;"C";2;0.9
11;40;7;"C";2;0.922222222222222
11;41;7;"C";2;0.833333333333333
11;42;7;"C";2;0.922222222222222
11;43;7;"C";2;0.922222222222222
11;44;7;"C";2;0.933333333333333
11;45;7;"C";2;0.955555555555556
11;46;7;"C";2;0.9
11;47;7;"C";2;0.911111111111111
11;48;7;"C";2;0.9
11;49;7;"C";2;0.911111111111111
11;50;7;"C";2;0.966666666666667
11;51;7;"C";2;0.866666666666667
11;52;7;"C";2;0.877777777777778
11;53;7;"C";2;0.911111111111111
11;54;7;"C";2;0.911111111111111
11;55;7;"C";2;0.855555555555556
11;56;7;"C";2;0.944444444444444
11;57;7;"C";2;0.922222222222222
11;58;7;"C";2;0.9
11;59;7;"C";2;0.955555555555556
11;60;7;"C";2;0.977777777777778
11;61;7;"C";2;0.877777777777778
11;62;7;"C";2;0.977777777777778
11;63;7;"C";2;0.9
11;64;7;"C";2;0.855555555555556
11;65;7;"C";2;0.955555555555556
11;66;7;"C";2;0.855555555555556
11;67;7;"C";2;0.911111111111111
11;68;7;"C";2;0.911111111111111
11;69;7;"C";2;0.866666666666667
11;70;7;"C";2;0.933333333333333
11;71;7;"C";2;0.888888888888889
11;72;7;"C";2;0.922222222222222
11;73;7;"C";2;0.955555555555556
11;74;7;"C";2;0.911111111111111
11;75;7;"C";2;0.922222222222222
11;76;7;"C";2;0.9
11;77;7;"C";2;0.922222222222222
11;78;7;"C";2;0.877777777777778
11;79;7;"C";2;0.922222222222222
11;80;7;"C";2;0.877777777777778
11;81;7;"C";2;0.933333333333333
11;82;7;"C";2;0.933333333333333
11;83;7;"C";2;0.933333333333333
11;84;7;"C";2;0.955555555555556
11;85;7;"C";2;0.955555555555556
11;86;7;"C";2;0.944444444444444
11;87;7;"C";2;0.866666666666667
11;88;7;"C";2;0.922222222222222
11;89;7;"C";2;0.888888888888889
11;90;7;"C";2;0.9
11;91;7;"C";2;0.888888888888889
11;92;7;"C";2;0.9
11;93;7;"C";2;0.933333333333333
11;94;7;"C";2;0.922222222222222
11;95;7;"C";2;0.9
11;96;7;"C";2;0.922222222222222
11;97;7;"C";2;0.933333333333333
11;98;7;"C";2;0.911111111111111
11;99;7;"C";2;0.977777777777778
11;100;7;"C";2;0.944444444444444
12;1;7;"I";2;0.188888888888889
12;2;7;"I";2;0.433333333333333
12;3;7;"I";2;0.277777777777778
12;4;7;"I";2;0.566666666666667
12;5;7;"I";2;0.522222222222222
12;6;7;"I";2;0.233333333333333
12;7;7;"I";2;0.522222222222222
12;8;7;"I";2;0.488888888888889
12;9;7;"I";2;0.244444444444444
12;10;7;"I";2;0.1
12;11;7;"I";2;0.244444444444444
12;12;7;"I";2;0.222222222222222
12;13;7;"I";2;0.377777777777778
12;14;7;"I";2;0.611111111111111
12;15;7;"I";2;0.122222222222222
12;16;7;"I";2;0.277777777777778
12;17;7;"I";2;0.288888888888889
12;18;7;"I";2;0.366666666666667
12;19;7;"I";2;0.0888888888888889
12;20;7;"I";2;0.222222222222222
12;21;7;"I";2;0.0444444444444444
12;22;7;"I";2;0.2
12;23;7;"I";2;0.477777777777778
12;24;7;"I";2;0.411111111111111
12;25;7;"I";2;0.155555555555556
12;26;7;"I";2;0.0777777777777778
12;27;7;"I";2;0.288888888888889
12;28;7;"I";2;0.288888888888889
12;29;7;"I";2;0.4
12;30;7;"I";2;0.1
12;31;7;"I";2;0.444444444444444
12;32;7;"I";2;0.211111111111111
12;33;7;"I";2;0.466666666666667
12;34;7;"I";2;0.222222222222222
12;35;7;"I";2;0.455555555555556
12;36;7;"I";2;0.0888888888888889
12;37;7;"I";2;0.377777777777778
12;38;7;"I";2;0.344444444444444
12;39;7;"I";2;0.644444444444444
12;40;7;"I";2;0.0222222222222222
12;41;7;"I";2;0.233333333333333
12;42;7;"I";2;0.211111111111111
12;43;7;"I";2;0.244444444444444
12;44;7;"I";2;0.477777777777778
12;45;7;"I";2;0.0666666666666667
12;46;7;"I";2;0.111111111111111
12;47;7;"I";2;0.433333333333333
12;48;7;"I";2;0.411111111111111
12;49;7;"I";2;0.0666666666666667
12;50;7;"I";2;0.111111111111111
12;51;7;"I";2;0.766666666666667
12;52;7;"I";2;0.3
12;53;7;"I";2;0.222222222222222
12;54;7;"I";2;0.277777777777778
12;55;7;"I";2;0.466666666666667
12;56;7;"I";2;0.244444444444444
12;57;7;"I";2;0.0222222222222222
12;58;7;"I";2;0.255555555555556
12;59;7;"I";2;0.133333333333333
12;60;7;"I";2;0.511111111111111
12;61;7;"I";2;0.0666666666666667
12;62;7;"I";2;0.777777777777778
12;63;7;"I";2;0.122222222222222
12;64;7;"I";2;0.611111111111111
12;65;7;"I";2;0.588888888888889
12;66;7;"I";2;0.311111111111111
12;67;7;"I";2;0.466666666666667
12;68;7;"I";2;0.355555555555556
12;69;7;"I";2;0.555555555555556
12;70;7;"I";2;0.266666666666667
12;71;7;"I";2;0.155555555555556
12;72;7;"I";2;0.111111111111111
12;73;7;"I";2;0.288888888888889
12;74;7;"I";2;0.6
12;75;7;"I";2;0.244444444444444
12;76;7;"I";2;0.266666666666667
12;77;7;"I";2;0.188888888888889
12;78;7;"I";2;0.133333333333333
12;79;7;"I";2;0.4
12;80;7;"I";2;0.0888888888888889
12;81;7;"I";2;0.555555555555556
12;82;7;"I";2;0.0888888888888889
12;83;7;"I";2;0.644444444444444
12;84;7;"I";2;0.0888888888888889
12;85;7;"I";2;0.233333333333333
12;86;7;"I";2;0.5
12;87;7;"I";2;0.322222222222222
12;88;7;"I";2;0.155555555555556
12;89;7;"I";2;0.0888888888888889
12;90;7;"I";2;0.477777777777778
12;91;7;"I";2;0.133333333333333
12;92;7;"I";2;0.111111111111111
12;93;7;"I";2;0.322222222222222
12;94;7;"I";2;0.622222222222222
12;95;7;"I";2;0.188888888888889
12;96;7;"I";2;0.688888888888889
12;97;7;"I";2;0.611111111111111
12;98;7;"I";2;0.566666666666667
12;99;7;"I";2;0.411111111111111
12;100;7;"I";2;0.433333333333333
13;1;7;"PV1";3;0.777777777777778
13;2;7;"PV1";3;0.933333333333333
13;3;7;"PV1";3;0.833333333333333
13;4;7;"PV1";3;0.844444444444444
13;5;7;"PV1";3;0.744444444444444
13;6;7;"PV1";3;0.833333333333333
13;7;7;"PV1";3;0.922222222222222
13;8;7;"PV1";3;0.766666666666667
13;9;7;"PV1";3;0.866666666666667
13;10;7;"PV1";3;0.755555555555556
13;11;7;"PV1";3;0.766666666666667
13;12;7;"PV1";3;0.855555555555556
13;13;7;"PV1";3;0.755555555555556
13;14;7;"PV1";3;0.933333333333333
13;15;7;"PV1";3;0.8
13;16;7;"PV1";3;0.9
13;17;7;"PV1";3;0.8
13;18;7;"PV1";3;0.866666666666667
13;19;7;"PV1";3;0.922222222222222
13;20;7;"PV1";3;0.888888888888889
13;21;7;"PV1";3;0.788888888888889
13;22;7;"PV1";3;0.888888888888889
13;23;7;"PV1";3;0.666666666666667
13;24;7;"PV1";3;0.855555555555556
13;25;7;"PV1";3;0.755555555555556
13;26;7;"PV1";3;0.855555555555556
13;27;7;"PV1";3;0.911111111111111
13;28;7;"PV1";3;0.8
13;29;7;"PV1";3;0.866666666666667
13;30;7;"PV1";3;0.6
13;31;7;"PV1";3;0.855555555555556
13;32;7;"PV1";3;0.811111111111111
13;33;7;"PV1";3;0.844444444444444
13;34;7;"PV1";3;0.855555555555556
13;35;7;"PV1";3;0.866666666666667
13;36;7;"PV1";3;0.711111111111111
13;37;7;"PV1";3;0.822222222222222
13;38;7;"PV1";3;0.988888888888889
13;39;7;"PV1";3;0.888888888888889
13;40;7;"PV1";3;0.922222222222222
13;41;7;"PV1";3;0.888888888888889
13;42;7;"PV1";3;0.566666666666667
13;43;7;"PV1";3;0.888888888888889
13;44;7;"PV1";3;0.877777777777778
13;45;7;"PV1";3;0.9
13;46;7;"PV1";3;0.755555555555556
13;47;7;"PV1";3;0.755555555555556
13;48;7;"PV1";3;0.911111111111111
13;49;7;"PV1";3;0.777777777777778
13;50;7;"PV1";3;0.888888888888889
13;51;7;"PV1";3;0.877777777777778
13;52;7;"PV1";3;0.877777777777778
13;53;7;"PV1";3;0.755555555555556
13;54;7;"PV1";3;0.888888888888889
13;55;7;"PV1";3;0.822222222222222
13;56;7;"PV1";3;0.744444444444444
13;57;7;"PV1";3;0.822222222222222
13;58;7;"PV1";3;0.766666666666667
13;59;7;"PV1";3;0.9
13;60;7;"PV1";3;0.9
13;61;7;"PV1";3;0.677777777777778
13;62;7;"PV1";3;0.722222222222222
13;63;7;"PV1";3;0.9
13;64;7;"PV1";3;0.655555555555556
13;65;7;"PV1";3;0.866666666666667
13;66;7;"PV1";3;0.811111111111111
13;67;7;"PV1";3;0.877777777777778
13;68;7;"PV1";3;0.688888888888889
13;69;7;"PV1";3;0.8
13;70;7;"PV1";3;0.888888888888889
13;71;7;"PV1";3;0.555555555555556
13;72;7;"PV1";3;0.877777777777778
13;73;7;"PV1";3;0.855555555555556
13;74;7;"PV1";3;0.666666666666667
13;75;7;"PV1";3;0.722222222222222
13;76;7;"PV1";3;0.911111111111111
13;77;7;"PV1";3;0.755555555555556
13;78;7;"PV1";3;0.822222222222222
13;79;7;"PV1";3;0.866666666666667
13;80;7;"PV1";3;0.933333333333333
13;81;7;"PV1";3;0.911111111111111
13;82;7;"PV1";3;0.833333333333333
13;83;7;"PV1";3;0.933333333333333
13;84;7;"PV1";3;0.8
13;85;7;"PV1";3;0.688888888888889
13;86;7;"PV1";3;0.766666666666667
13;87;7;"PV1";3;0.822222222222222
13;88;7;"PV1";3;0.922222222222222
13;89;7;"PV1";3;0.966666666666667
13;90;7;"PV1";3;0.911111111111111
13;91;7;"PV1";3;0.877777777777778
13;92;7;"PV1";3;0.855555555555556
13;93;7;"PV1";3;0.911111111111111
13;94;7;"PV1";3;0.888888888888889
13;95;7;"PV1";3;0.566666666666667
13;96;7;"PV1";3;0.866666666666667
13;97;7;"PV1";3;0.777777777777778
13;98;7;"PV1";3;0.577777777777778
13;99;7;"PV1";3;0.744444444444444
13;100;7;"PV1";3;0.833333333333333
14;1;7;"PV2";3;0.677777777777778
14;2;7;"PV2";3;0.9
14;3;7;"PV2";3;0.855555555555556
14;4;7;"PV2";3;0.833333333333333
14;5;7;"PV2";3;0.644444444444444
14;6;7;"PV2";3;0.722222222222222
14;7;7;"PV2";3;0.555555555555556
14;8;7;"PV2";3;0.788888888888889
14;9;7;"PV2";3;0.822222222222222
14;10;7;"PV2";3;0.888888888888889
14;11;7;"PV2";3;0.866666666666667
14;12;7;"PV2";3;0.822222222222222
14;13;7;"PV2";3;0.9
14;14;7;"PV2";3;0.855555555555556
14;15;7;"PV2";3;0.777777777777778
14;16;7;"PV2";3;0.911111111111111
14;17;7;"PV2";3;0.822222222222222
14;18;7;"PV2";3;0.833333333333333
14;19;7;"PV2";3;0.911111111111111
14;20;7;"PV2";3;0.788888888888889
14;21;7;"PV2";3;0.922222222222222
14;22;7;"PV2";3;0.855555555555556
14;23;7;"PV2";3;0.777777777777778
14;24;7;"PV2";3;0.877777777777778
14;25;7;"PV2";3;0.8
14;26;7;"PV2";3;0.688888888888889
14;27;7;"PV2";3;0.877777777777778
14;28;7;"PV2";3;0.433333333333333
14;29;7;"PV2";3;0.833333333333333
14;30;7;"PV2";3;0.933333333333333
14;31;7;"PV2";3;0.811111111111111
14;32;7;"PV2";3;0.933333333333333
14;33;7;"PV2";3;0.866666666666667
14;34;7;"PV2";3;0.722222222222222
14;35;7;"PV2";3;0.833333333333333
14;36;7;"PV2";3;0.7
14;37;7;"PV2";3;0.811111111111111
14;38;7;"PV2";3;0.822222222222222
14;39;7;"PV2";3;0.822222222222222
14;40;7;"PV2";3;0.633333333333333
14;41;7;"PV2";3;0.911111111111111
14;42;7;"PV2";3;0.788888888888889
14;43;7;"PV2";3;0.833333333333333
14;44;7;"PV2";3;0.722222222222222
14;45;7;"PV2";3;0.566666666666667
14;46;7;"PV2";3;0.855555555555556
14;47;7;"PV2";3;0.8
14;48;7;"PV2";3;0.888888888888889
14;49;7;"PV2";3;0.844444444444444
14;50;7;"PV2";3;0.755555555555556
14;51;7;"PV2";3;0.844444444444444
14;52;7;"PV2";3;0.8
14;53;7;"PV2";3;0.755555555555556
14;54;7;"PV2";3;0.6
14;55;7;"PV2";3;0.644444444444444
14;56;7;"PV2";3;0.866666666666667
14;57;7;"PV2";3;0.766666666666667
14;58;7;"PV2";3;0.866666666666667
14;59;7;"PV2";3;0.833333333333333
14;60;7;"PV2";3;0.8
14;61;7;"PV2";3;0.744444444444444
14;62;7;"PV2";3;0.9
14;63;7;"PV2";3;0.744444444444444
14;64;7;"PV2";3;0.877777777777778
14;65;7;"PV2";3;0.777777777777778
14;66;7;"PV2";3;0.744444444444444
14;67;7;"PV2";3;0.844444444444444
14;68;7;"PV2";3;0.788888888888889
14;69;7;"PV2";3;0.933333333333333
14;70;7;"PV2";3;0.866666666666667
14;71;7;"PV2";3;0.933333333333333
14;72;7;"PV2";3;0.9
14;73;7;"PV2";3;0.766666666666667
14;74;7;"PV2";3;0.811111111111111
14;75;7;"PV2";3;0.911111111111111
14;76;7;"PV2";3;0.844444444444444
14;77;7;"PV2";3;0.877777777777778
14;78;7;"PV2";3;0.822222222222222
14;79;7;"PV2";3;0.788888888888889
14;80;7;"PV2";3;0.911111111111111
14;81;7;"PV2";3;0.9
14;82;7;"PV2";3;0.833333333333333
14;83;7;"PV2";3;0.933333333333333
14;84;7;"PV2";3;0.9
14;85;7;"PV2";3;0.822222222222222
14;86;7;"PV2";3;0.888888888888889
14;87;7;"PV2";3;0.666666666666667
14;88;7;"PV2";3;0.866666666666667
14;89;7;"PV2";3;0.833333333333333
14;90;7;"PV2";3;0.844444444444444
14;91;7;"PV2";3;0.788888888888889
14;92;7;"PV2";3;0.766666666666667
14;93;7;"PV2";3;0.766666666666667
14;94;7;"PV2";3;0.911111111111111
14;95;7;"PV2";3;0.788888888888889
14;96;7;"PV2";3;0.833333333333333
14;97;7;"PV2";3;0.811111111111111
14;98;7;"PV2";3;0.822222222222222
14;99;7;"PV2";3;0.755555555555556
14;100;7;"PV2";3;0.9
15;1;7;"PV3";3;0.877777777777778
15;2;7;"PV3";3;0.888888888888889
15;3;7;"PV3";3;0.922222222222222
15;4;7;"PV3";3;0.733333333333333
15;5;7;"PV3";3;0.888888888888889
15;6;7;"PV3";3;0.844444444444444
15;7;7;"PV3";3;0.866666666666667
15;8;7;"PV3";3;0.7
15;9;7;"PV3";3;0.933333333333333
15;10;7;"PV3";3;0.822222222222222
15;11;7;"PV3";3;0.833333333333333
15;12;7;"PV3";3;0.922222222222222
15;13;7;"PV3";3;0.933333333333333
15;14;7;"PV3";3;0.811111111111111
15;15;7;"PV3";3;0.922222222222222
15;16;7;"PV3";3;0.866666666666667
15;17;7;"PV3";3;0.855555555555556
15;18;7;"PV3";3;0.955555555555556
15;19;7;"PV3";3;0.888888888888889
15;20;7;"PV3";3;0.9
15;21;7;"PV3";3;0.888888888888889
15;22;7;"PV3";3;0.888888888888889
15;23;7;"PV3";3;0.877777777777778
15;24;7;"PV3";3;0.888888888888889
15;25;7;"PV3";3;0.866666666666667
15;26;7;"PV3";3;0.866666666666667
15;27;7;"PV3";3;0.955555555555556
15;28;7;"PV3";3;0.911111111111111
15;29;7;"PV3";3;0.766666666666667
15;30;7;"PV3";3;0.888888888888889
15;31;7;"PV3";3;0.933333333333333
15;32;7;"PV3";3;0.888888888888889
15;33;7;"PV3";3;0.777777777777778
15;34;7;"PV3";3;0.888888888888889
15;35;7;"PV3";3;0.7
15;36;7;"PV3";3;0.833333333333333
15;37;7;"PV3";3;0.766666666666667
15;38;7;"PV3";3;0.822222222222222
15;39;7;"PV3";3;0.944444444444444
15;40;7;"PV3";3;0.844444444444444
15;41;7;"PV3";3;0.888888888888889
15;42;7;"PV3";3;0.8
15;43;7;"PV3";3;0.877777777777778
15;44;7;"PV3";3;0.344444444444444
15;45;7;"PV3";3;0.877777777777778
15;46;7;"PV3";3;0.844444444444444
15;47;7;"PV3";3;0.788888888888889
15;48;7;"PV3";3;0.866666666666667
15;49;7;"PV3";3;0.833333333333333
15;50;7;"PV3";3;0.9
15;51;7;"PV3";3;0.911111111111111
15;52;7;"PV3";3;0.888888888888889
15;53;7;"PV3";3;0.833333333333333
15;54;7;"PV3";3;0.811111111111111
15;55;7;"PV3";3;0.855555555555556
15;56;7;"PV3";3;0.8
15;57;7;"PV3";3;0.766666666666667
15;58;7;"PV3";3;0.722222222222222
15;59;7;"PV3";3;0.911111111111111
15;60;7;"PV3";3;0.922222222222222
15;61;7;"PV3";3;0.888888888888889
15;62;7;"PV3";3;0.9
15;63;7;"PV3";3;0.877777777777778
15;64;7;"PV3";3;0.944444444444444
15;65;7;"PV3";3;0.1
15;66;7;"PV3";3;0.9
15;67;7;"PV3";3;0.822222222222222
15;68;7;"PV3";3;0.8
15;69;7;"PV3";3;0.877777777777778
15;70;7;"PV3";3;0.711111111111111
15;71;7;"PV3";3;0.833333333333333
15;72;7;"PV3";3;0.877777777777778
15;73;7;"PV3";3;0.877777777777778
15;74;7;"PV3";3;0.888888888888889
15;75;7;"PV3";3;0.9
15;76;7;"PV3";3;0.8
15;77;7;"PV3";3;0.855555555555556
15;78;7;"PV3";3;0.777777777777778
15;79;7;"PV3";3;0.877777777777778
15;80;7;"PV3";3;0.844444444444444
15;81;7;"PV3";3;0.911111111111111
15;82;7;"PV3";3;0.866666666666667
15;83;7;"PV3";3;0.877777777777778
15;84;7;"PV3";3;0.833333333333333
15;85;7;"PV3";3;0.844444444444444
15;86;7;"PV3";3;0.877777777777778
15;87;7;"PV3";3;0.611111111111111
15;88;7;"PV3";3;0.9
15;89;7;"PV3";3;0.855555555555556
15;90;7;"PV3";3;0.922222222222222
15;91;7;"PV3";3;0.833333333333333
15;92;7;"PV3";3;0.888888888888889
15;93;7;"PV3";3;0.933333333333333
15;94;7;"PV3";3;0.911111111111111
15;95;7;"PV3";3;0.922222222222222
15;96;7;"PV3";3;0.844444444444444
15;97;7;"PV3";3;0.477777777777778
15;98;7;"PV3";3;0.888888888888889
15;99;7;"PV3";3;0.688888888888889
15;100;7;"PV3";3;0.877777777777778
16;1;7;"PV4";3;0.822222222222222
16;2;7;"PV4";3;0.933333333333333
16;3;7;"PV4";3;0.744444444444444
16;4;7;"PV4";3;0.9
